"﻿""Zupid""",sku,ProductName,ProductPrice,CurrencySymbolOfPrice,ValidFromDate,ProductShortDescription,MerchantProductCategory,ZanoxCategoryIds,ImageSmallURL,ImageMediumURL,ProductManufacturerBrand,ZanoxProductLink,DeliveryTime,TermsOfContract,ISBN,ShippingAndHandling,ShippingAndHandlingCost
d6cf16235906578f2ae610a5fa521758,0478510075C6100,Grüner Veltliner Oberfeld Kremstal DAC,9.90,EUR,moevenpick,"Helles, transparentes Gelb. Verspieltes gelbfruchtiges Bouquet: Weingartenpfirsich, Mirabellen, Quitte und Reineclauden. Frische, lebendige Säure, saftiger Gaumen mit feiner mineralischer Textur, wirkt fast tänzerisch auf der Zunge. Im Abgang wunderschöne, leicht pfeffrige Würze.",Weissweine,,http://www.moevenpick-wein.de/images/4785_k.jpg,http://www.moevenpick-wein.de/images/4785.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0478510075C6100]],,,moevenpick,,
b41240dbb16bd32722ae44209e202cf0,0479706075B7000,Château Haut-Bages Libéral 5e Cru Classé,34.90,EUR,moevenpick,"Tiefes, dunkles Granat mit blauen und violetten Reflexen. Florales Bouquet, würzigen Cabernet aufweisend, Rebholzwürze, schwarze Schokonoten, Heidelbeeren, zeigt eine schöne Tiefe. Reife Tannine geben diesem geschmeidigen Wein schon zu Beginn eine recht feine Körperform, im Innern mit schwarzen Pfefferkörnern ausgestattet und das gibt dem Wein wiederum eine tolle Länge.",Rotweine,,http://www.moevenpick-wein.de/images/4797_k.jpg,http://www.moevenpick-wein.de/images/4797.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0479706075B7000]],,,moevenpick,,
424d060717ac9e96aab4c0228fa19f3a,0480007075B6000,Château La Mission Haut-Brion Cru Classé,315.00,EUR,moevenpick,"Mitteldunkles Lila-Rubin, fein aufhellend aussen. Schlankes, aber recht aromatisches Bouquet, schwarze Pflaumen, Teernoten, dunkle Hölzer und an Frucht zulegend, dezent parfümiert im Innern, am Schluss frische, grosse schwarze Kirschen. Langer Körper mit mittleren Fleischproportionen, reife, den Wein stützende Gerbstoffe, angenehmes, langes Rückaroma, Grundaromatik der Beeren im blauen Bereich, insgesamt ein sehr delikater, tänzerischer Mission, was bei der Grundcharakteristik von Mission bisher selten war.",Rotweine,,http://www.moevenpick-wein.de/images/4800_k.jpg,http://www.moevenpick-wein.de/images/4800.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0480007075B6000]],,,moevenpick,,
52816b6b08e85a32df30ed24671a5f26,0480409075C6100,Riesling Graf Burgenthal Rheinhessen,11.50,EUR,moevenpick,"Leuchtendes Gelb mit goldgrünem Schimmer. Frische Ananas und weisser Pfirsich in der fruchtbetonten Nase, Mirabellen, Litschi und zarte Akazienhonignoten dahinter. Tänzerischer Gaumenfluss mit grossartiger Balance zwischen frischer Zitrusfrucht und crèmiger Fülle, feine Mineralik in der Mitte, an Mandelblüten erinnernd, wieder viel gelbe und weisse Frucht sowie Ananas in allen Facetten, begleitet von verführerischer Exotik bis ins traubige Finale.",Weissweine,,http://www.moevenpick-wein.de/images/4804_k.jpg,http://www.moevenpick-wein.de/images/4804.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0480409075C6100]],,,moevenpick,,
8030a02e03029858f906f64af717f623,0480706075C6100,Merlot Unfiltered Napa Valley,48.00,EUR,moevenpick,"Sehr vielschichtiges Bouquett dass an reife Waldbeeren und Schattenmorellen erinnernd, dahinter Backpflaumen, Cassislikör, Portweinbirnen und Haselnussschokolade, bereits vor dem ersten Schluck ein Hochgenuss. Beeindruckende Gaumenfülle und wiederum verschwenderische Fruchtkomplexe, nun auch Preiselbeeren, Tabak und Zedernholz, schwarzer Pfeffer und Mokka in der Mitte, gut stützende, reife Tannine, leicht fordernd, tolle Eleganz auf höchstem Niveau, Brombeeren und Maulbeeren bis weit über den letzten Schluck hinaus.",Rotweine,,http://www.moevenpick-wein.de/images/4807_k.jpg,http://www.moevenpick-wein.de/images/4807.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0480706075C6100]],,,moevenpick,,
393f447c544678a7e74af6a7788d09c8,0481109075C6100,Zinfandel Rosé Twin Oaks California,7.40,EUR,moevenpick,"Helles, brillantes Rosa. Herrliches Bouquet nach roten Beeren und zarten Grenadinearomen duftend. Saftiger, enorm süffiger Gaumen, angenehm trocken und doch leicht süsslich. Im Finale Himbeernoten und rote Kirschen.",Roséweine,,http://www.moevenpick-wein.de/images/4811_k.jpg,http://www.moevenpick-wein.de/images/4811.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0481109075C6100]],,,moevenpick,,
9f1de87426bcea406cc3ace873758680,0481310075C6100,Riesling W Mosel,11.50,EUR,moevenpick,"Mittleres bis helles Gelb, Nase mit Spontiaromen, Zitrusfrüchte, am Gaumen dann feinwürzige Mineralik, druckvoll, saftig und finessenreich – eine nie endende Erfrischung! Toller Extrakt und Fülle, fordernd, dabei lang mit feinem Säurespiel und perfekter Balance aller Komponenten.",Weissweine,,http://www.moevenpick-wein.de/images/3757_k.jpg,http://www.moevenpick-wein.de/images/3757.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0481310075C6100]],,,moevenpick,,
728d255747a81724815894b5c75e44a8,0483110075C6101,Carmenère Cabernet Sauvignon Estate Valle de Aconcagua,9.80,EUR,moevenpick,"Purpurrot, violette Akzente. Heidelbeeren und Brombeeren in der dichten Nase, auch etwas exotisches Holz und Nelkenwürze, Tabak. Einnehmender und viel Wärme zeigender Gaumen, schwarze Kirschen und Cassis, ergänzt von rauchigen Noten und feinstem Caramel, dichtes Finale.",Rotweine,,http://www.moevenpick-wein.de/images/4831_k.jpg,http://www.moevenpick-wein.de/images/4831.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0483110075C6101]],,,moevenpick,,
bea7524bca8d3fbf8dae8287a46d99da,0484809075B6100,Etoile du Sud Côtes du Roussillon Villages AOC,11.80,EUR,moevenpick,"Undurchlässiges Purpur mit violetten Reflexen. Korinthen und reife Brombeeren in der tiefgründigen Nase, schwarze Kirschen, Birnenbrot und feine Cassisnoten dahinter, typische Grenachesüsse ausstrahlend. Samtiger Gaumenfluss mit beeindruckendem Fruchtdruck, viel Pflaumen- und Kirschenpüree, gut eingebundene Tannine und geleeartiges Extrakt in der saftigen Mitte, grossartige Balance zwischen likörartiger Wärme und rotbeeriger Frische, bis ins Finale immer wieder neue Aromen zeigend und samtig-weich ausklingend.",Rotweine,,http://www.moevenpick-wein.de/images/4848_k.jpg,http://www.moevenpick-wein.de/images/4848.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0484809075B6100]],,,moevenpick,,
f418c1ab8675b73e4195ca460d83c37f,0485208075C6100,Corte Especial Valle Calchaqui,15.80,EUR,moevenpick,"Beeindruckendes Purpur, fast schwarz. Brombeermarmelade, schwarzer Pfeffer und Bourbon-Vanille in der dichten, facettenreichen Nase. Weicher Auftakt, abgelöst von einer immer intensiver werdenden Aromatik von schwarzen Kirschen und Cassis, auch schwarze Trüffelschokolade, sehr dicht und gut strukturiert, die Röstaromen sind gut eingearbeitet, die Tannine saftig und von exzellenter Qualität viel Fruchtdruck bis ins lange, aromatisch bestens abgedeckte Finale.",Rotweine,,http://www.moevenpick-wein.de/images/4852_k.jpg,http://www.moevenpick-wein.de/images/4852.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0485208075C6100]],,,moevenpick,,
c6611218c57d13653118d3d2f6366449,04853--075C6100,Crémant de Loire AOC Brut Excellence,11.50,EUR,moevenpick,"Helles Zitronengelb mit feiner Perlage. Quitten und Birnenblüten in der eleganten Nase, auch weisse Johannisbeeren und Holunderblüten dahinter. Feingliedrige Mousse im crèmigen Gaumen, ansprechende Balance zwischen zitrusartiger Frische und honigbetonter Fruchtsüsse, nun auch Ananas und dezente Briochenoten, tänzerisch bis ins pfirsichartige Finale.",Schaumweine,,http://www.moevenpick-wein.de/images/4853_k.jpg,http://www.moevenpick-wein.de/images/4853.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[04853--075C6100]],,,moevenpick,,
cc9458e27ad8b4eb03053bafe33b51a1,0485701075B7000,Château Guillot Pomerol AOC,36.90,EUR,moevenpick,"Leuchtenedes Rubin. Intensiv, würziges Bouquet nach Zedern, Baumnuss, aber auch getrockneten Pflaumen sowie Schattenmorelle. Leicht stoffiger Gaumen mit reifen Tanninen. Eleganter Körper mit Anklängen an Veilchen und getrocknetem Moos. Rotbeeriges, weiches Finale.",Rotweine,,http://www.moevenpick-wein.de/images/4857_k.jpg,http://www.moevenpick-wein.de/images/4857.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0485701075B7000]],,,moevenpick,,
e763ad10c302552dc332a74a429269a3,0487208075B7000,Château Phélan Ségur Cru Bourgeois,29.90,EUR,moevenpick,"Dichtes Granat-Purpur, rubiner Rand. Tolles Kirschenbouquet, Rosenpfeffer, Redcurrant und auch ein Hauch Cassis, füllig und reich. Im Gaumen feinste Tannine aufweisend, cremige Textur, sehr gut balanciert mit einem langen, delikaten Rückaroma.",Rotweine,,',',,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0487208075B7000]],,,moevenpick,,
eee6e1d456c44f36b867cb6cd539a709,0487507075B6000,Château Pichon-Longueville-Baron 2e Cru Classé,72.00,EUR,moevenpick,"Sattes, dunkles Violett, dicht in der Mitte. Dunkles Beerenbouquet, Heidelbeeren und Brombeeren im Vordergrund, schöne Tiefe, völlig geradlinig in der Fruchtausrichtung, Zederntöne, feine Rauchnoten und Vanillestängel. Intensiver Gaumen, viel ausgeglichene Adstringenz, Holunder und Cassis, fest im Biss mit Reserven, die eigentlich eher zu einem grossen Jahrgang passen, viel pfeffrige Rasse im Nachklang, noch vordergründig wenn die Gerbstoffe richtig verdaut sind, wird der 2007er ein richtiger Power-Pauillac. Die Selektion war gewaltig, und der Wein überragt mit seiner Kraft viele vergleichbare Crus.",Rotweine,,http://www.moevenpick-wein.de/images/4875_etikett_k.jpg,http://www.moevenpick-wein.de/images/4875_etikett.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0487507075B6000]],,,moevenpick,,
c7a08c0ced02e0638caf5fcf0056fe12,0488409075C6000,Clos de la Roche Grand Cru AOC Domaine Armand Rousseau Père & Fils,120.00,EUR,moevenpick,"Bestes Traubengut aus einzigartigen Spitzenlagen und minutiöser Mikrovinifikation zeichnen die Klassiker der Alten, die Ultra-Premiumweine der Neuen Welt und die neu entstandene Kategorie der gesuchten Garagenweine aus.",Rotweine,,',',,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0488409075C6000]],,,moevenpick,,
ebc8ca4b60e7bd4b622e6e8e1fc96e81,0488608075B6000,Sassicaia Bolgheri Sassicaia DOC Tenuta San Guido,140.00,EUR,moevenpick,"James Suckling: The best young Sassicaia in years. What incredible aromas with blueberries, spices, licorice, plums. Subtile and complex. So beautiful now but will be much better in 2015.",Rotweine,,http://www.moevenpick-wein.de/images/4886_k.jpg,http://www.moevenpick-wein.de/images/4886.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0488608075B6000]],,,moevenpick,,
133df1020d3f9cc6beed5bdc0a91feb6,0490309075C6100,Côtes-du-Rhône AOC Grands Classiques,9.50,EUR,moevenpick,"Intensives, glänzendes Rubinrot. An eine Handvoll saftiger und reifer roter Kirschen erinnert das intensive, offene Bouquet, unterlegt von einer subtilen Rhone-Würze, etwas Zimt und Nelke. Reiffruchtiges Gaumenbild, wiederum geprägt von roten Beeren, auch Himbeeren gut stützende, aber nicht aufdringliche Säure eine Spur Pfeffer und Pain d’épice gesellen sich dazu, harmonisches Finale.",Rotweine,,http://www.moevenpick-wein.de/images/4903_k.jpg,http://www.moevenpick-wein.de/images/4903.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0490309075C6100]],,,moevenpick,,
9c2f2ff729db52c253e2cd0dffa5997c,0490505075B7100,Moueix Médoc AOC Ets Jean-Pierre Moueix,12.50,EUR,moevenpick,"Granat mit rubinroten Reflexen. Sehr nobles Cassis- und Dörrpflaumenbouquet gepaart mit sanften floralen Noten, Tabakblatt, Trüffel, Schwarzteenuancen und schöner Cabernet-Würze. Im Gaumen elegante Bordeauxfrische mit stoffigen, gut stützenden Tanninen, die in einem schwarzbeerigen Finale endet.",Rotweine,,http://www.moevenpick-wein.de/images/4905_k.jpg,http://www.moevenpick-wein.de/images/4905.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0490505075B7100]],,,moevenpick,,
35d98b786938ce0c2450dd9b3cfcfdde,0490906075C6100,Château Ferrande Graves AOC,16.50,EUR,moevenpick,"Dunkles Rubinrot. Feines Bouquet nach roten Kirschen, Cassis, Veilchen und Thymian. Am Gaumen reife, gut stützende Tannine wirkt fleischig, aber sehr geradlinig und zeigt etwas Pfefferschoten sowie dunkles Edelholz. Im Finale mit verlangender Adstringenz, tabakiger Würze, gut vinifiziert.",Rotweine,,http://www.moevenpick-wein.de/images/4909_k.jpg,http://www.moevenpick-wein.de/images/4909.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0490906075C6100]],,,moevenpick,,
486ecfdf47be8754615f7418583ebf74,0491008075C7100,Cabernet Sauvignon Indian Wells,16.50,EUR,moevenpick,"Dunkles Purpur. Intensives Bouquet nach reifen Heidelbeeren, feine Edelholznoten und Cassis. Im Gaumen saftig, viel blaue Beeren, rote Rosen, Giandujanougat und eine herrliche, an Kandis erinnernde Fruchtsüsse im ganz feinen Extrakt, samtiges, kakaortiges Tannin endet in ein langes Finale.",Rotweine,,http://www.moevenpick-wein.de/images/4910_k.jpg,http://www.moevenpick-wein.de/images/4910.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0491008075C7100]],,,moevenpick,,
2f9c546824bd9ed112e754201d2590b7,0492007075B6000,Château La Serre Grand Cru Classé,34.00,EUR,moevenpick,"Sehr dunkles Granat mit blauem Schimmer. Pflaumig süsses Bouquet dunkle Pralinen im fülligen Nasenbild zeigend, berauschende Kokosnote. Im Gaumen voller Charme, weiche Tannine, degustiert sich wie ein reifer Spitzenburgunder.",Rotweine,,http://www.moevenpick-wein.de/images/4920_k.jpg,http://www.moevenpick-wein.de/images/4920.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0492007075B6000]],,,moevenpick,,
49b2f54965a3d8366bf7d111eabfed19,0492008075B6000,Château La Serre Grand Cru Classé,33.00,EUR,moevenpick,"Mittleres Granat, dunkel in der Mitte. Würziges Bouquet, feine Röstnoten, Schwarzbrot und helle Hölzer. Im Gaumen eine tolle, dichte Frucht im satten Extrakt, noch verlangende Adstringenz, was das interessante Potential dieses charaktervollen Weines unterstreicht.",Rotweine,,http://www.moevenpick-wein.de/images/4920_k.jpg,http://www.moevenpick-wein.de/images/4920.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0492008075B6000]],,,moevenpick,,
eb0b6de8d1d72a02a6d9aa6819ce38a0,0493304075B7000,Clos du Marquis St-Julien AOC,39.90,EUR,moevenpick,"Granat mit rubinroter Mitte. Betörender Duft nach Cassis, Veilchen, roten kirschen und Zigarrenkiste. Am Gamen leicht fleischig, immer noch fordernd, Tannine gut integriert, herrliche Würze mit Anklängen an Maulbeeren, Nelken und Lakritze im langen, sehr eleganten Abgang.",Rotweine,,http://www.moevenpick-wein.de/images/4933_new_k.jpg,http://www.moevenpick-wein.de/images/4933_new.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0493304075B7000]],,,moevenpick,,
5ef600f83fe63876e4d133f18d87e207,0493306075B7000,Clos du Marquis St-Julien AOC,46.00,EUR,moevenpick,"Kräftige Rotweine sind anspruchsvolle, meist selektionierte Lagenweine mit einigen Monaten Fassausbau. Diese Premium-Weine sind perfekte Essbegleiter und bieten auch als Geschenk einen sicheren Wert.",Rotweine,,http://www.moevenpick-wein.de/images/4933_new_k.jpg,http://www.moevenpick-wein.de/images/4933_new.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0493306075B7000]],,,moevenpick,,
ab04ad119780ac2f1ee60e31103edfba,0494209075C6100,Spätburgunder JS Ahr,24.00,EUR,moevenpick,"Intensives Burgunderrot mit leicht violetten Reflexen. In der Nase rauchige Noten, geröstetes Fleisch, Kakao, frische Walderdbeeren und Himbeeren. Am Gaumen reiche, attraktive, fast schon explosive Frucht, wieder Himbeeren und auch schwarze Kirschen. Dezentes Karamell perfekt eingebundenen Holzes, seidige Textur mit  beeindruckender Konzentration und Länge – dabei stets klar und zupackend. Enorm seidig und kraftvoll profitiert er vom außergewöhnlichen Jahrgang und zeigt sich bereits betörend offen in seiner Jugend.",Rotweine,,http://www.moevenpick-wein.de/images/4942_new_k.jpg,http://www.moevenpick-wein.de/images/4942_new.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0494209075C6100]],,,moevenpick,,
81d58949f379cd2a9ff2050047b26db6,0494610075C6100,San Vincenzo Cuvée Lisa Bianco Veneto IGP,11.00,EUR,moevenpick,"Schönes Goldgelb. Sehr aromatische Nase nach Zitrusfrüchten und einer feinen Exotik, an Pampelmusen und Litschi erinnernd, ein Hauch Menthol. Im Gaumen sehr geschmeidig und voll, wiederum zitrische Aromen, auch etwas Ananas gute, aber nicht aufdringliche Säure, sehr schöne Länge.",Weissweine,,http://www.moevenpick-wein.de/images/4946_k.jpg,http://www.moevenpick-wein.de/images/4946.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0494610075C6100]],,,moevenpick,,
ea30678b398a5f3a97b674db476c3cc2,04950--075C6100,Cava DO Brut Pupitre,8.50,EUR,moevenpick,"Helles Gelb mit feiner Perlage. Holunderblüten und Limetten in der frischen Nase, unterlegt mit Golden Delicious, Birnenblüten und dezenter Akazienhonignote. Angenehme Mousse im zitrusartigen Gaumen, nun auch Zitronengras und Reineclauden, etwas an Sauvignon Blanc erinnernd, erfrischendes Säurespiel bis ins fruchtbetonte Finale.",Schaumweine,,http://www.moevenpick-wein.de/images/4950_k.jpg,http://www.moevenpick-wein.de/images/4950.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[04950--075C6100]],,,moevenpick,,
e2102974395d59147cb6fa01d573f2b5,0495408075C6100,Els Pics Priorat DOC,14.90,EUR,moevenpick,"Leuchtendes Purpur mit rubinroten Reflexen. Zimtzwetschgen und Weinbeeren in der offenen Nase, dezente Zedernholzwürze und Gianduja-Schokolade dahinter. Eleganter Gaumenfluss mit weichen Tanninen und beerigem Extrakt, saftige Mitte mit wiederum viel Frucht, Kirschmarmelade und Waldbeerennote, seidig-weich bis zum Schluss. Ein Priorat für jeden Geschmack, unkompliziert und tiefgründig zugleich.",Rotweine,,http://www.moevenpick-wein.de/images/4954_new_k.jpg,http://www.moevenpick-wein.de/images/4954_new.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0495408075C6100]],,,moevenpick,,
1d18e8ffdafa5edf467661622a099406,04955--037C7100,Bacio d'Oro Prosecco Superiore,7.60,EUR,moevenpick,"Helles Gelb mit aprikosenfarbigem Schimmer und feingliedriger Perlage. Holunderblüten und weisse Mandeln in der frischen Nase, unterlegt mit feinen Muskatellernoten und Blütenhonig, auch Reineclauden und weisser Pfirsich, unverkennbares Prosecco-Bouquet, verführerisch und dezent mineralisch zugleich. Elegante Mousse im fruchtig-traubigen Gaumen, zarte Geléesüsse schwingt mit, gute Balance und sehr animierend bis ins quittenbetonte Finale.",Schaumweine,,http://www.moevenpick-wein.de/images/4955_k.jpg,http://www.moevenpick-wein.de/images/4955.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[04955--037C7100]],,,moevenpick,,
ee6a4eb49ce99f7c5b5262fca476d2ef,04955--075C6100,Bacio d'Oro Prosecco Superiore,11.90,EUR,moevenpick,"Helles Gelb mit aprikosenfarbigem Schimmer und feingliedriger Perlage. Holunderblüten und weisse Mandeln in der frischen Nase, unterlegt mit feinen Muskatellernoten und Blütenhonig, auch Reineclauden und weisser Pfirsich, unverkennbares Prosecco-Bouquet, verführerisch und dezent mineralisch zugleich. Elegante Mousse im fruchtig-traubigen Gaumen, zarte Geléesüsse schwingt mit, gute Balance und sehr animierend bis ins quittenbetonte Finale.",Schaumweine,,http://www.moevenpick-wein.de/images/4955_k.jpg,http://www.moevenpick-wein.de/images/4955.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[04955--075C6100]],,,moevenpick,,
a9cfed0de37465b66a4cc04299c96b6a,0495608075C6100,Tittà Basilicata IGT,12.50,EUR,moevenpick,"Rubin-granat. Facettenreiche, reiffruchtige Nase nach Backpflaumen und reifen Kirschen, eine delikate Süssholznote dahinter. Viel Eleganz und Rasse im sehr schön komponierten Gaumen, rotbeerige Noten, aber auch etwas Würze, Zimt von samtener Tanninstruktur eine feine Melassenote führt ins sehr angenehme, ausgedehnte Finale.",Rotweine,,http://www.moevenpick-wein.de/images/4956_k.jpg,http://www.moevenpick-wein.de/images/4956.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0495608075C6100]],,,moevenpick,,
535d22b4578f2a64ada895d630b1d023,0495609075C6100,Tittà Rosso Basilicata IGT,12.50,EUR,moevenpick,"Rubinrot, granatfarbene Reflexe. Fruchtig-würzige Nase nach getrockneten Zwetschgen, Sauerkirschen und etwas Zimt, auch weisser Pfeffer. Von angenehmer Wärme und Fülle der Gaumen, rotbeerig, etwas Süssholz auch, angenehme Tannine im Abgang eine leichte Bittermandelnote.",Rotweine,,http://www.moevenpick-wein.de/images/4956_k.jpg,http://www.moevenpick-wein.de/images/4956.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0495609075C6100]],,,moevenpick,,
5557348b171d94c9866aa915ab7ae048,0495706075C6100,Malandrina Matera Moro DOC,19.50,EUR,moevenpick,"Sehr intensives Rubinrot, granatfarbene Reflexe. Offenes, reiffruchtiges Bouquet schwarzer Kirschen und Pflaumenkompott, ergänzt von einer Spur exotischer Gewürze, Curry, etwas Edelhölzer auch und schwarze Schokolade. Fester, sehr intensiver Gaumen mit vielen reiffruchtigen Elementen, Melassenoten, unterstützt von einer guten Frische, sehr gut strukturiert und mit eleganten Tanninen bepackt, aromatisch unglaublich lang bleibend intensives, leicht mineralisches Finale.",Rotweine,,http://www.moevenpick-wein.de/images/4957_k.jpg,http://www.moevenpick-wein.de/images/4957.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0495706075C6100]],,,moevenpick,,
9aa277b1cec6f47f3157fb4e4e85d327,0495808075B6000,Opus One Napa Valley,240.00,EUR,moevenpick,"Bestes Traubengut aus einzigartigen Spitzenlagen und minutiöser Mikrovinifikation zeichnen die Klassiker der Alten, die Ultra-Premiumweine der Neuen Welt und die neu entstandene Kategorie der gesuchten Garagenweine aus.",Rotweine,,http://www.moevenpick-wein.de/images/4958_k.jpg,http://www.moevenpick-wein.de/images/4958.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0495808075B6000]],,,moevenpick,,
6093e7c714851c8c8bac1237e522e83e,0496008075C6100,Blaufränkisch Hochberg Mittelburgenland DAC,13.90,EUR,moevenpick,"Funkelndes Rubinrot. Wuchtiger Duft nach reifen Brombeeren, Holundergelee, feine Kandisnote und schwarzer Kirsche. Toll würzig, Thymian und schwarzer Pfeffer, eleganter Gaumen mit reifen, gut stützenden Tanninen. Im Finale eingelegte Sauerkirsche, Zimt und Cassis.",Rotweine,,http://www.moevenpick-wein.de/images/4960_k.jpg,http://www.moevenpick-wein.de/images/4960.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0496008075C6100]],,,moevenpick,,
0ac0de768a26523d7f53994d2301f200,0496310075C6100,Château Tour de Mirambeau Rosé,8.90,EUR,moevenpick,"Helles Rosa. Fruchtiger Beerencocktail nach Cassis, reifen Himbeeren und roter Kirsche. Am Gaumen elegant und trotzdem sehr saftig mit tollem Fruchtdruck. Im Finale rotbeerig mit feiner mineralischer Note und lebendigem Nachhall.",Roséweine,,http://www.moevenpick-wein.de/images/4963_k.jpg,http://www.moevenpick-wein.de/images/4963.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0496310075C6100]],,,moevenpick,,
76a2b8860e2fc81db0abe7bc404b8d2a,0496709075C6100,Château de Nages Blanc Vieilles Vignes,11.00,EUR,moevenpick,"Verführerisches Bouquet nach Akazien, weissen Pfirsichen und Limetten, auch eine Spur Vanille. Elegant und voluminös der Gaumen, wiederum von einer schönen Exotik geprägt, von herrlicher Konzentration und mit einem glänzenden Frucht-Säure-Spiel ausgestattet langes, mineralisch akzentuiertes Finale von herrlicher Frische. Typisch südliche Rhone: kräftig und von reicher Frucht, begleitet von einer schönen Mineralität und einer sehr zurückhaltenden Barriquenote.",Weissweine,,http://www.moevenpick-wein.de/images/4967_new_k.jpg,http://www.moevenpick-wein.de/images/4967_new.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0496709075C6100]],,,moevenpick,,
00d6753695439320849fb96172e6599b,0496710075C6100,Château de Nages Blanc Vieilles Vignes,11.00,EUR,moevenpick,"Charakteristisches Bouquet nach Akazien, weissen Pfirsichen und Zitrusfrüchten mit ganz dezentem Vanilleton. Am Gaumen betont saftig, elegant und kraftvoll zugleich. Wieder von einer schönen Exotik geprägt, mit festem Fruchtkern reifer Sternfrüchte, wieder weißem Pfirsich und feiner Anisnote im Abgang. Das Holz der Barriques ist extrem gekonnt eingebunden herrliche Konzentration und jederzeit frisch daher kommend durch animierendes Frucht-Säure-Spiel und die typische Mineralität der Weine von Michel Gassier.",Weissweine,,http://www.moevenpick-wein.de/images/4967_new_k.jpg,http://www.moevenpick-wein.de/images/4967_new.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0496710075C6100]],,,moevenpick,,
8418ea534c825ee9626e39151a9338fa,0497109075C6100,Volnay AOC Domaine Poulleau Père & Fils,26.00,EUR,moevenpick,"Recht intensives Rubinrot, granatfarbene Reflexe. Fruchtig-frische, rotbeerige Nase, nach roten Johannisbeeren und Himbeeren duftend, ergänzt durch eine delikate Zimtnote und ein Hauch englischer Minze. Intensives, elegantes Gaumenbild mit sich bestätigender roter Frucht, auch etwas Preiselbeeren, von fester Struktur und einem samtigen Tanninkleid viel Reserve zeigend und aromatisch fest bleibend bis ins lange nachklingende Finale.",Rotweine,,http://www.moevenpick-wein.de/images/4971_k.jpg,http://www.moevenpick-wein.de/images/4971.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0497109075C6100]],,,moevenpick,,
b15334064088ee20ff0da0a57bb08777,0497307075B1000,El Roble Viejo Ribera del Duero DO,85.00,EUR,moevenpick,"Leuchtendes Granat mit schwarzer Mitte. Nusspralinen und Dörrfrüchte in der offenen Nase, Birnenbrot, Waldhonig und Edelhölzer dahinter. Faszinierendes Spiel zwischen nobler Reife und jugendlicher Konzentration. Cremig-weicher Auftakt mit feiner Karamellnote, reife Tannine und angenehm malziges Extrakt, Früchtebrot und Schokoladenkuchen in der verführerischen Mitte, wieder getrocknete Birnen Datteln und Kirschenlikör, an edlen Port erinnernd, Gianduja und zartes Mocca bis ins unvergessliche Finale.",Rotweine,,',',,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0497307075B1000]],,,moevenpick,,
